filename,subject,activity,clip,frame,label,label_id,detected,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c,kp15_x,kp15_y,kp15_c,kp16_x,kp16_y,kp16_c,nkp0_x,nkp0_y,nkp1_x,nkp1_y,nkp2_x,nkp2_y,nkp3_x,nkp3_y,nkp4_x,nkp4_y,nkp5_x,nkp5_y,nkp6_x,nkp6_y,nkp7_x,nkp7_y,nkp8_x,nkp8_y,nkp9_x,nkp9_y,nkp10_x,nkp10_y,nkp11_x,nkp11_y,nkp12_x,nkp12_y,nkp13_x,nkp13_y,nkp14_x,nkp14_y,nkp15_x,nkp15_y,nkp16_x,nkp16_y
data\fall_data\Subject1\Activity1\1\img_000001.png,Subject1,Activity1,1,1,no_fall,0,1,419.07391357421875,212.07620239257812,0.8913553953170776,424.5980224609375,206.24595642089844,0.8822344541549683,419.8630676269531,206.13221740722656,0.36434608697891235,447.7557678222656,205.2068328857422,0.8798667192459106,432.671875,204.15185546875,0.06616641581058502,472.7912292480469,245.817138671875,0.9923261404037476,434.12713623046875,238.5240020751953,0.9659607410430908,467.5105895996094,306.5097961425781,0.9874525666236877,420.6861877441406,290.4898681640625,0.8933894634246826,426.2658996582031,343.25677490234375,0.9794856309890747,408.379150390625,331.4648742675781,0.8977205753326416,461.9705810546875,350.8528747558594,0.9965819716453552,435.86566162109375,345.0091247558594,0.992159903049469,466.9546203613281,422.171142578125,0.9868264198303223,439.12554931640625,410.7626953125,0.9725562334060669,468.1332092285156,476.9549560546875,0.8737195730209351,449.04046630859375,463.48638916015625,0.8261843323707581,-0.7585081458091736,-3.4528298377990723,-0.6181097030639648,-3.6010091304779053,-0.738451361656189,-3.6038997173309326,-0.029541900381445885,-3.6274189949035645,-0.4129079580307007,-3.6542317867279053,0.6067491173744202,-2.5952839851379395,-0.3759216070175171,-2.7806434631347656,0.472538560628891,-1.0527443885803223,-0.7175312638282776,-1.4599002599716187,-0.5757195949554443,-0.11879818141460419,-1.0303218364715576,-0.418496310710907,0.3317359685897827,0.07426118105649948,-0.3317359685897827,-0.07426118105649948,0.45840826630592346,1.886857032775879,-0.24888400733470917,1.5969046354293823,0.4883628189563751,3.2792201042175293,0.0031094697769731283,2.936908483505249
data\fall_data\Subject1\Activity1\1\img_000002.png,Subject1,Activity1,1,2,no_fall,0,1,418.9844970703125,211.79025268554688,0.8777133822441101,424.6172790527344,206.43365478515625,0.8504416942596436,420.79559326171875,206.48211669921875,0.3425132930278778,447.0237121582031,205.66717529296875,0.8651573657989502,434.2436828613281,204.46939086914062,0.0702328085899353,472.3359375,245.03897094726562,0.9929704070091248,435.1845703125,237.46945190429688,0.9761868715286255,470.46417236328125,308.00506591796875,0.9875533580780029,423.8979187011719,287.4915466308594,0.9299433827400208,445.20379638671875,355.8492736816406,0.9776833057403564,412.06634521484375,328.5962829589844,0.9189972877502441,462.697265625,349.99237060546875,0.9975601434707642,437.44549560546875,344.1589660644531,0.9951245188713074,467.3441467285156,421.0623779296875,0.9861315488815308,436.853515625,410.3818054199219,0.9747191071510315,469.1964111328125,477.15863037109375,0.8476548194885254,448.43927001953125,463.52056884765625,0.8071017265319824,-0.8199171423912048,-3.5681557655334473,-0.6713523864746094,-3.7094361782073975,-0.7721494436264038,-3.708158016204834,-0.08038230985403061,-3.729651927947998,-0.4174558222293854,-3.7612435817718506,0.5872281193733215,-2.691220283508301,-0.3926399052143097,-2.890866279602051,0.5378602743148804,-1.0304882526397705,-0.6903255581855774,-1.5715327262878418,-0.1283826231956482,0.23140360414981842,-1.0023834705352783,-0.4873945415019989,0.33300796151161194,0.07692767679691315,-0.33300796151161194,-0.07692848145961761,0.4555695354938507,1.9514003992080688,-0.3486214280128479,1.6697001457214355,0.5044230222702026,3.4309401512145996,-0.043046947568655014,3.0712358951568604
data\fall_data\Subject1\Activity1\1\img_000003.png,Subject1,Activity1,1,3,no_fall,0,1,419.0434265136719,211.59249877929688,0.871839702129364,424.6343994140625,206.23388671875,0.8583083748817444,421.05352783203125,206.27944946289062,0.3200477361679077,446.9205322265625,205.54881286621094,0.8782098889350891,434.8262939453125,204.30287170410156,0.06088718771934509,472.1632385253906,245.23031616210938,0.9926580786705017,436.0817565917969,237.5488739013672,0.9681914448738098,471.44244384765625,308.7699279785156,0.9867847561836243,425.0003356933594,287.1116638183594,0.9010469317436218,453.1441955566406,361.5039367675781,0.9748150110244751,414.81689453125,325.27410888671875,0.889143168926239,461.6239013671875,350.9373779296875,0.9972099661827087,437.11962890625,344.9587707519531,0.9937403202056885,467.4083557128906,421.2835693359375,0.9854850172996521,436.39642333984375,409.81787109375,0.9704280495643616,469.2744445800781,477.86431884765625,0.8519439101219177,448.3790283203125,461.13031005859375,0.8000531792640686,-0.8221272826194763,-3.6962666511535645,-0.670569658279419,-3.8415255546569824,-0.7676383852958679,-3.8402905464172363,-0.0664469450712204,-3.8600964546203613,-0.39429226517677307,-3.8938708305358887,0.6178212761878967,-2.7844276428222656,-0.3602597117424011,-2.992652654647827,0.5982822775840759,-1.062023639678955,-0.6606500148773193,-1.6491262912750244,0.10226138681173325,0.3674667775630951,-0.9366982579231262,-0.6146355271339417,0.33212554454803467,0.0810331478714943,-0.33212554454803467,-0.08103232085704803,0.4889279901981354,1.98794686794281,-0.3517298698425293,1.6771397590637207,0.539513111114502,3.5217130184173584,-0.026910673826932907,3.0680947303771973
data\fall_data\Subject1\Activity1\1\img_000004.png,Subject1,Activity1,1,4,no_fall,0,1,418.0633239746094,210.30819702148438,0.8639335632324219,424.0849609375,204.3818359375,0.8861844539642334,420.1348876953125,204.51104736328125,0.27101725339889526,445.5086669921875,205.11892700195312,0.9185962677001953,433.71160888671875,203.78616333007812,0.04202042520046234,470.7855224609375,246.29945373535156,0.9940151572227478,436.6793212890625,237.5326690673828,0.9427664875984192,476.3056945800781,309.823974609375,0.9873045086860657,430.396240234375,287.5309753417969,0.7751047015190125,471.2152404785156,365.3676452636719,0.9647101163864136,420.026123046875,321.01300048828125,0.7378401756286621,457.1038513183594,355.25909423828125,0.9971796274185181,433.35986328125,348.0543518066406,0.9908987283706665,467.2801208496094,424.2854309082031,0.9845379590988159,434.6311340332031,409.5744323730469,0.9560973644256592,468.6141357421875,478.78094482421875,0.8558677434921265,446.8964538574219,456.0144958496094,0.7654880881309509,-0.7715070843696594,-4.0138840675354,-0.6005102396011353,-4.182175159454346,-0.7126807570457458,-4.178505897521973,0.007860150188207626,-4.161243915557861,-0.3271417021751404,-4.199090480804443,0.7256487011909485,-2.991837739944458,-0.2428673654794693,-3.240788698196411,0.8824054002761841,-1.1879277229309082,-0.4212884306907654,-1.8209835290908813,0.7378514409065247,0.3893495500087738,-0.715769350528717,-0.870192289352417,0.3371293842792511,0.10229634493589401,-0.33713024854660034,-0.10229720920324326,0.6261056065559387,2.062441825866699,-0.30102989077568054,1.6446926593780518,0.6639876961708069,3.609954595565796,0.047269225120544434,2.963454246520996
data\fall_data\Subject1\Activity1\1\img_000005.png,Subject1,Activity1,1,5,no_fall,0,1,416.359619140625,209.51808166503906,0.8560330867767334,421.9396667480469,204.43203735351562,0.9240747094154358,418.577880859375,204.22702026367188,0.2214922457933426,443.8798522949219,205.90512084960938,0.9508731961250305,433.2240905761719,204.001708984375,0.025093073025345802,469.2958068847656,245.69264221191406,0.9928839206695557,436.0851135253906,236.9512939453125,0.8341937065124512,482.7403564453125,309.47393798828125,0.985638439655304,433.259521484375,287.3468933105469,0.4198266267776489,482.69207763671875,363.30157470703125,0.9580399394035339,422.494140625,324.71759033203125,0.43238919973373413,455.6375427246094,355.5692443847656,0.9954082369804382,433.1676025390625,349.36468505859375,0.9758595824241638,466.1505432128906,424.65472412109375,0.9869349002838135,437.68682861328125,412.795166015625,0.9399670362472534,467.78912353515625,479.557861328125,0.9081927537918091,447.514404296875,461.4292297363281,0.7949344515800476,-0.8165833950042725,-4.162529945373535,-0.6540979146957397,-4.3106303215026855,-0.7519897818565369,-4.316600322723389,-0.015221540816128254,-4.267735481262207,-0.3255067467689514,-4.3231611251831055,0.7248657941818237,-3.1091625690460205,-0.24219658970832825,-3.3637020587921143,1.116357684135437,-1.251914620399475,-0.3244750201702118,-1.8962322473526,1.1149518489837646,0.3154926300048828,-0.6379522085189819,-0.8080346584320068,0.32715073227882385,0.09033485502004623,-0.3271515965461731,-0.09033574908971786,0.6332788467407227,2.1020352840423584,-0.19555623829364777,1.7566968202590942,0.6809926629066467,3.7007601261138916,0.0906130000948906,3.172872543334961
data\fall_data\Subject1\Activity1\1\img_000006.png,Subject1,Activity1,1,6,no_fall,0,1,415.46807861328125,209.50616455078125,0.8788506388664246,421.2569580078125,204.3729248046875,0.9419615268707275,417.46783447265625,203.63101196289062,0.24318493902683258,442.829833984375,206.240966796875,0.9626207947731018,431.57598876953125,203.34451293945312,0.025410104542970657,469.64837646484375,244.6749267578125,0.9952119588851929,435.5214538574219,235.12037658691406,0.8526448011398315,488.9692687988281,306.4598083496094,0.9880316257476807,438.7040710449219,288.982421875,0.3876885771751404,490.4320373535156,362.4881286621094,0.9515770077705383,430.40087890625,342.54388427734375,0.3428177535533905,458.7648010253906,355.44183349609375,0.9966456294059753,435.3472595214844,348.6331787109375,0.9802197813987732,468.4623718261719,424.6988525390625,0.9880014061927795,440.36126708984375,411.0416259765625,0.9392062425613403,466.35736083984375,476.4605407714844,0.9137216210365295,447.6300354003906,458.4837951660156,0.7960448861122131,-0.8913282752037048,-4.021856784820557,-0.727981448173523,-4.166703224182129,-0.834900438785553,-4.187637805938721,-0.11925205588340759,-4.113991737365723,-0.43680572509765625,-4.1957221031188965,0.6374961137771606,-3.029487371444702,-0.32547518610954285,-3.2990915775299072,1.1826804876327515,-1.2860817909240723,-0.23567014932632446,-1.7792472839355469,1.2239559888839722,0.29488885402679443,-0.46996423602104187,-0.26788485050201416,0.33039048314094543,0.0960610955953598,-0.33039048314094543,-0.0960610955953598,0.604030191898346,2.0503106117248535,-0.18890847265720367,1.6649398803710938,0.5446323752403259,3.5108883380889893,0.016196902841329575,3.003632068634033
data\fall_data\Subject1\Activity1\1\img_000007.png,Subject1,Activity1,1,7,no_fall,0,1,415.3357849121094,210.12057495117188,0.8810809850692749,421.0819396972656,204.9110107421875,0.9440086483955383,417.1049499511719,204.0396728515625,0.24236081540584564,442.702392578125,206.31039428710938,0.9629537463188171,430.74212646484375,203.3528594970703,0.024078723043203354,469.91278076171875,244.53562927246094,0.9953911304473877,434.87109375,235.818115234375,0.8535103797912598,490.49407958984375,305.5314636230469,0.9887920022010803,437.73870849609375,291.10980224609375,0.3887331187725067,490.94769287109375,361.8174133300781,0.9545857310295105,430.00360107421875,347.4381408691406,0.3446735441684723,460.08746337890625,355.356689453125,0.9970974922180176,436.1246032714844,348.84344482421875,0.9824528694152832,469.4172058105469,424.9557800292969,0.990186333656311,440.143310546875,411.1591796875,0.9485545754432678,468.060791015625,476.90093994140625,0.9293839931488037,447.0964660644531,458.38885498046875,0.8269324898719788,-0.9075173139572144,-3.931886911392212,-0.7483870983123779,-4.076157093048096,-0.8585232496261597,-4.100287437438965,-0.14964446425437927,-4.037403583526611,-0.4808642268180847,-4.119307518005371,0.6039021611213684,-2.978818893432617,-0.3665193021297455,-3.22023606300354,1.173867106437683,-1.2896403074264526,-0.2871054708957672,-1.6890243291854858,1.1864292621612549,0.26910582184791565,-0.5013164281845093,-0.12910433113574982,0.3318062722682953,0.09018675982952118,-0.33180543780326843,-0.09018675982952118,0.5901780724525452,2.017618179321289,-0.22051399946212769,1.6355443000793457,0.5526143908500671,3.456153392791748,-0.027957869693636894,2.9434919357299805
data\fall_data\Subject1\Activity1\1\img_000008.png,Subject1,Activity1,1,8,no_fall,0,1,414.76708984375,210.4777069091797,0.8835389018058777,420.5155029296875,205.27928161621094,0.9454213380813599,416.4169616699219,204.4958038330078,0.24557027220726013,442.1677551269531,206.738525390625,0.9638699293136597,430.0185852050781,204.0011749267578,0.02410891093313694,469.50439453125,244.55221557617188,0.995433509349823,434.6330261230469,236.2840118408203,0.8558256030082703,491.19659423828125,305.2409362792969,0.9887108206748962,438.4159240722656,291.4046630859375,0.3890247344970703,490.65704345703125,361.45074462890625,0.9541323781013489,430.63720703125,347.3935546875,0.34320756793022156,459.93890380859375,356.0394287109375,0.9970040917396545,436.2232360839844,349.7379150390625,0.9819895029067993,468.4976501464844,425.4469299316406,0.9895355105400085,441.29998779296875,412.1848449707031,0.9456531405448914,466.8004150390625,476.661865234375,0.924358606338501,448.1260681152344,458.8298034667969,0.8168357014656067,-0.9295662045478821,-3.973721504211426,-0.7691670656204224,-4.1187744140625,-0.8835294842720032,-4.140635967254639,-0.16499997675418854,-4.078056812286377,-0.5040006637573242,-4.15443754196167,0.5977796912193298,-3.0229337215423584,-0.37524300813674927,-3.253643035888672,1.2030614614486694,-1.329524278640747,-0.26968806982040405,-1.7156004905700684,1.1880062818527222,0.23890922963619232,-0.4867391586303711,-0.15333135426044464,0.33087193965911865,0.08791619539260864,-0.3308710753917694,-0.08791619539260864,0.5696883201599121,2.0246074199676514,-0.18921345472335815,1.654552936553955,0.5223300457000732,3.4536681175231934,0.0012560186441987753,2.9560964107513428
data\fall_data\Subject1\Activity1\1\img_000009.png,Subject1,Activity1,1,9,no_fall,0,1,414.5296936035156,210.8468017578125,0.8893428444862366,420.33026123046875,205.5425262451172,0.9480900764465332,416.1392822265625,204.8204345703125,0.25795218348503113,442.2242126464844,206.46795654296875,0.9642622470855713,429.6766662597656,203.85609436035156,0.02484019100666046,469.4435119628906,244.36407470703125,0.9954895377159119,434.1741638183594,236.11460876464844,0.8584907054901123,490.76025390625,305.0492248535156,0.9886111617088318,437.7323913574219,291.0476989746094,0.3905007243156433,490.30975341796875,361.287841796875,0.9545139074325562,430.5677795410156,347.902099609375,0.3469528555870056,459.6946105957031,355.0818176269531,0.9969747066497803,435.9382629394531,348.89788818359375,0.9819133877754211,467.95611572265625,424.7842102050781,0.9897661805152893,441.0276184082031,411.9167785644531,0.9470510482788086,466.3880310058594,476.96533203125,0.9261754155158997,449.0987548828125,459.92919921875,0.8210234642028809,-0.9189832806587219,-3.8966898918151855,-0.7588407397270203,-4.043130874633789,-0.8745456337928772,-4.063066482543945,-0.1543906033039093,-4.017581462860107,-0.5008043646812439,-4.089690208435059,0.5970821380615234,-2.9713423252105713,-0.3766370415687561,-3.199094295501709,1.1855965852737427,-1.2959413528442383,-0.2784011960029602,-1.6824966669082642,1.173159122467041,0.25669926404953003,-0.47620242834091187,-0.1128554716706276,0.3279336392879486,0.08536280691623688,-0.3279336392879486,-0.08536364883184433,0.5560179948806763,2.0097124576568604,-0.18742628395557404,1.6544673442840576,0.5127261877059937,3.4503333568573,0.03540235012769699,2.9799983501434326
data\fall_data\Subject1\Activity1\1\img_000010.png,Subject1,Activity1,1,10,no_fall,0,1,414.501220703125,210.9141845703125,0.8878483772277832,420.114990234375,205.4910888671875,0.9469940662384033,415.9427490234375,205.098388671875,0.25867965817451477,441.72235107421875,206.41221618652344,0.9633352756500244,429.2520446777344,204.54244995117188,0.025198020040988922,469.72357177734375,244.60675048828125,0.9954025745391846,433.7535705566406,236.524169921875,0.8559198975563049,489.6497802734375,305.76849365234375,0.9884626269340515,436.76983642578125,290.7289123535156,0.3900376260280609,488.96844482421875,361.41937255859375,0.9539934992790222,429.5458984375,344.4736328125,0.3491891920566559,459.44866943359375,355.6119384765625,0.996886670589447,434.955810546875,349.3819274902344,0.9814479947090149,469.0090637207031,424.64044189453125,0.9893520474433899,440.0801086425781,411.3780822753906,0.945151150226593,466.9476013183594,477.027099609375,0.9237020015716553,448.3763122558594,458.7336730957031,0.8159416317939758,-0.8870019316673279,-3.8403751850128174,-0.7347307205200195,-3.9874744415283203,-0.8479010462760925,-3.998126268386841,-0.1486397683620453,-3.962489366531372,-0.4868917763233185,-4.0132060050964355,0.610882043838501,-2.9264779090881348,-0.3647897243499756,-3.14571475982666,1.1513723134994507,-1.2674903869628906,-0.2829747200012207,-1.6754330396652222,1.1328914165496826,0.24201714992523193,-0.478921115398407,-0.21762917935848236,0.332179456949234,0.08449284732341766,-0.332179456949234,-0.08449368178844452,0.5915012955665588,1.9568630456924438,-0.19318492710590363,1.5971269607543945,0.5355849266052246,3.3778300285339355,0.03184623643755913,2.8816282749176025
